BioSample Replicate Chr BinnedPos AvgCoverage AvgChr
A00A-NW 1 4-HA 7400 88986.12 4-HA
A00A-NW 1 4-HA 7450 88139.28 4-HA
A00A-NW 1 4-HA 7500 84538.7 4-HA
A00A-NW 1 4-HA 7550 80777.86 4-HA
A00A-NW 1 4-HA 7600 85846.76 4-HA
A00A-NW 1 4-HA 7650 79392.94 4-HA
A00A-NW 1 4-HA 7700 72720.52 4-HA
A00A-NW 1 4-HA 7750 67061.1 4-HA
A00A-NW 1 4-HA 7800 63582.32 4-HA
A00A-NW 1 4-HA 7850 58711.56 4-HA
A00A-NW 1 4-HA 7900 57251.16 4-HA
A00A-NW 1 4-HA 7950 63940.92 4-HA
A00A-NW 1 4-HA 8000 65579.92 4-HA
A00A-NW 1 4-HA 8050 69087.62 4-HA
A00A-NW 1 4-HA 8100 74878.68 4-HA
A00A-NW 1 4-HA 8150 88501.28 4-HA
A00A-NW 1 4-HA 8200 89294.62 4-HA
A00A-NW 1 4-HA 8250 85181.84 4-HA
A00A-NW 1 4-HA 8300 80243.44 4-HA
A00A-NW 1 4-HA 8350 80373.82 4-HA
A00A-NW 1 4-HA 8400 66280.02 4-HA
A00A-NW 1 4-HA 8450 41153.0212765957 4-HA
A00A-NW 1 5-NP 8450 2726.33333333333 5-NP
A00A-NW 1 5-NP 8500 3647.92 5-NP
A00A-NW 1 5-NP 8550 4996.28 5-NP
A00A-NW 1 5-NP 8600 4936.98 5-NP
A00A-NW 1 5-NP 8650 3882.74 5-NP
A00A-NW 1 5-NP 8700 2255.6 5-NP
A00A-NW 1 5-NP 8750 1517.06 5-NP
A00A-NW 1 5-NP 8800 1726.64 5-NP
A00A-NW 1 5-NP 8850 1772.58 5-NP
A00A-NW 1 5-NP 8900 1856.04 5-NP
A00A-NW 1 5-NP 8950 1682.78 5-NP
A00A-NW 1 5-NP 9000 1650.74 5-NP
A00A-NW 1 5-NP 9050 1469.44 5-NP
A00A-NW 1 5-NP 9100 1436.4 5-NP
A00A-NW 1 5-NP 9150 1386.08 5-NP
A00A-NW 1 5-NP 9200 1448.76 5-NP
A00A-NW 1 5-NP 9250 1481.02 5-NP
A00A-NW 1 5-NP 9300 1691.44 5-NP
A00A-NW 1 5-NP 9350 1832.52 5-NP
A00A-NW 1 5-NP 9400 1843.7 5-NP
A00A-NW 1 5-NP 9450 1844.62 5-NP
A00A-NW 1 5-NP 9500 1924.92 5-NP
A00A-NW 1 5-NP 9550 1930.14 5-NP
A00A-NW 1 5-NP 9600 1954.36 5-NP
A00A-NW 1 5-NP 9650 1912.22 5-NP
A00A-NW 1 5-NP 9700 1786.86 5-NP
A00A-NW 1 5-NP 9750 1541.92 5-NP
A00A-NW 1 5-NP 9800 1359.22 5-NP
A00A-NW 1 5-NP 9850 1364.9 5-NP
A00A-NW 1 5-NP 9900 1428.84 5-NP
A00A-NW 1 5-NP 9950 1126.22 5-NP
A00A-NW 1 5-NP 10000 587.631578947368 5-NP
A00A-NW 1 6-NA 10000 34233.2903225806 6-NA
A00A-NW 1 6-NA 10050 56259.64 6-NA
A00A-NW 1 6-NA 10100 85456.46 6-NA
A00A-NW 1 6-NA 10150 91706.36 6-NA
A00A-NW 1 6-NA 10200 107339 6-NA
A00A-NW 1 6-NA 10250 118176.94 6-NA
A00A-NW 1 6-NA 10300 132255.96 6-NA
A00A-NW 1 6-NA 10350 134857.92 6-NA
A00A-NW 1 6-NA 10400 140009.7 6-NA
A00A-NW 1 6-NA 10450 149909.28 6-NA
A00A-NW 1 6-NA 10500 155615.76 6-NA
A00A-NW 1 6-NA 10550 152342.1 6-NA
A00A-NW 1 6-NA 10600 140951.1 6-NA
A00A-NW 1 6-NA 10650 138738.08 6-NA
A00A-NW 1 6-NA 10700 139641.08 6-NA
A00A-NW 1 6-NA 10750 142327.56 6-NA
A00A-NW 1 6-NA 10800 147941.46 6-NA
A00A-NW 1 6-NA 10850 139895.44 6-NA
A00A-NW 1 6-NA 10900 125508.26 6-NA
A00A-NW 1 6-NA 10950 110701.9 6-NA
A00A-NW 1 6-NA 11000 110558.02 6-NA
A00A-NW 1 6-NA 11050 108930.22 6-NA
A00A-NW 1 6-NA 11100 107351.94 6-NA
A00A-NW 1 6-NA 11150 101459.3 6-NA
A00A-NW 1 6-NA 11200 100448.98 6-NA
A00A-NW 1 6-NA 11250 106546.54 6-NA
A00A-NW 1 6-NA 11300 106732.3 6-NA
A00A-NW 1 6-NA 11350 90649.28 6-NA
A00A-NW 1 6-NA 11400 47850.5918367347 6-NA
A00A-NW 1 7-M 11400 28546 7-M
A00A-NW 1 7-M 11450 45484.94 7-M
A00A-NW 1 7-M 11500 69084.08 7-M
A00A-NW 1 7-M 11550 80813.08 7-M
A00A-NW 1 7-M 11600 87693.86 7-M
A00A-NW 1 7-M 11650 92593.64 7-M
A00A-NW 1 7-M 11700 108117.18 7-M
A00A-NW 1 7-M 11750 118763.62 7-M
A00A-NW 1 7-M 11800 124406.76 7-M
A00A-NW 1 7-M 11850 123677.72 7-M
A00A-NW 1 7-M 11900 115200.2 7-M
A00A-NW 1 7-M 11950 107133.92 7-M
A00A-NW 1 7-M 12000 97144.38 7-M
A00A-NW 1 7-M 12050 92802.34 7-M
A00A-NW 1 7-M 12100 93876.02 7-M
A00A-NW 1 7-M 12150 87475.9 7-M
A00A-NW 1 7-M 12200 89219.04 7-M
A00A-NW 1 7-M 12250 80647.06 7-M
A00A-NW 1 7-M 12300 78331.82 7-M
A00A-NW 1 7-M 12350 58007.66 7-M
A00A-NW 1 7-M 12400 36314.0303030303 7-M
A00A-NW 1 8-NS 12400 101112.882352941 8-NS
A00A-NW 1 8-NS 12450 147350.42 8-NS
A00A-NW 1 8-NS 12500 177149.64 8-NS
A00A-NW 1 8-NS 12550 188467.24 8-NS
A00A-NW 1 8-NS 12600 171454.52 8-NS
A00A-NW 1 8-NS 12650 176652.02 8-NS
A00A-NW 1 8-NS 12700 187483.62 8-NS
A00A-NW 1 8-NS 12750 198013.5 8-NS
A00A-NW 1 8-NS 12800 201662.76 8-NS
A00A-NW 1 8-NS 12850 204938.74 8-NS
A00A-NW 1 8-NS 12900 203177.7 8-NS
A00A-NW 1 8-NS 12950 185779.66 8-NS
A00A-NW 1 8-NS 13000 158346.82 8-NS
A00A-NW 1 8-NS 13050 141570.48 8-NS
A00A-NW 1 8-NS 13100 130453.94 8-NS
A00A-NW 1 8-NS 13150 122778.52 8-NS
A00A-NW 1 8-NS 13200 92518.7 8-NS
A00A-NW 1 8-NS 13250 59257.5483870968 8-NS
A00A-NW 2 1-PB2 0 25586.5918367347 1-PB2
A00A-NW 2 1-PB2 50 33212.56 1-PB2
A00A-NW 2 1-PB2 100 37508.6 1-PB2
A00A-NW 2 1-PB2 150 36624.12 1-PB2
A00A-NW 2 1-PB2 200 36928.74 1-PB2
A00A-NW 2 1-PB2 250 33320.38 1-PB2
A00A-NW 2 1-PB2 300 30244.06 1-PB2
A00A-NW 2 1-PB2 350 26957.88 1-PB2
A00A-NW 2 1-PB2 400 24384.12 1-PB2
A00A-NW 2 1-PB2 450 22681.04 1-PB2
A00A-NW 2 1-PB2 500 21446.44 1-PB2
A00A-NW 2 1-PB2 550 21873.46 1-PB2
A00A-NW 2 1-PB2 600 23359.1 1-PB2
A00A-NW 2 1-PB2 650 24968.8 1-PB2
A00A-NW 2 1-PB2 700 26165.44 1-PB2
A00A-NW 2 1-PB2 750 27617.48 1-PB2
A00A-NW 2 1-PB2 800 28132.88 1-PB2
A00A-NW 2 1-PB2 850 26031.8 1-PB2
A00A-NW 2 1-PB2 900 23462.74 1-PB2
A00A-NW 2 1-PB2 950 23384.24 1-PB2
A00A-NW 2 1-PB2 1000 22788.16 1-PB2
A00A-NW 2 1-PB2 1050 22276.52 1-PB2
A00A-NW 2 1-PB2 1100 21676.18 1-PB2
A00A-NW 2 1-PB2 1150 21886.86 1-PB2
A00A-NW 2 1-PB2 1200 20248.08 1-PB2
A00A-NW 2 1-PB2 1250 20268.4 1-PB2
A00A-NW 2 1-PB2 1300 21076.32 1-PB2
A00A-NW 2 1-PB2 1350 23206.04 1-PB2
A00A-NW 2 1-PB2 1400 26227.12 1-PB2
A00A-NW 2 1-PB2 1450 28999.96 1-PB2
A00A-NW 2 1-PB2 1500 29906.04 1-PB2
A00A-NW 2 1-PB2 1550 27941.18 1-PB2
A00A-NW 2 1-PB2 1600 25827.52 1-PB2
A00A-NW 2 1-PB2 1650 24249.74 1-PB2
A00A-NW 2 1-PB2 1700 22356.04 1-PB2
A00A-NW 2 1-PB2 1750 22390.3 1-PB2
A00A-NW 2 1-PB2 1800 24824.88 1-PB2
A00A-NW 2 1-PB2 1850 26760.92 1-PB2
A00A-NW 2 1-PB2 1900 27045.52 1-PB2
A00A-NW 2 1-PB2 1950 27201.12 1-PB2
A00A-NW 2 1-PB2 2000 29162.76 1-PB2
A00A-NW 2 1-PB2 2050 29584.56 1-PB2
A00A-NW 2 1-PB2 2100 27533.24 1-PB2
A00A-NW 2 1-PB2 2150 27684.54 1-PB2
A00A-NW 2 1-PB2 2200 24859.2 1-PB2
A00A-NW 2 1-PB2 2250 17131.7674418605 1-PB2
A00A-NW 2 2-PB1 2250 6223.57142857143 2-PB1
A00A-NW 2 2-PB1 2300 10462.62 2-PB1
A00A-NW 2 2-PB1 2350 18041.34 2-PB1
A00A-NW 2 2-PB1 2400 24297.4 2-PB1
A00A-NW 2 2-PB1 2450 24321.52 2-PB1
A00A-NW 2 2-PB1 2500 23265.4 2-PB1
A00A-NW 2 2-PB1 2550 19882.72 2-PB1
A00A-NW 2 2-PB1 2600 17748.08 2-PB1
A00A-NW 2 2-PB1 2650 15554.96 2-PB1
A00A-NW 2 2-PB1 2700 12897.26 2-PB1
A00A-NW 2 2-PB1 2750 12657.16 2-PB1
A00A-NW 2 2-PB1 2800 12537.92 2-PB1
A00A-NW 2 2-PB1 2850 12166.7 2-PB1
A00A-NW 2 2-PB1 2900 10979.56 2-PB1
A00A-NW 2 2-PB1 2950 9982.3 2-PB1
A00A-NW 2 2-PB1 3000 9513.9 2-PB1
A00A-NW 2 2-PB1 3050 9127.64 2-PB1
A00A-NW 2 2-PB1 3100 8667.3 2-PB1
A00A-NW 2 2-PB1 3150 9108.68 2-PB1
A00A-NW 2 2-PB1 3200 9809.64 2-PB1
A00A-NW 2 2-PB1 3250 11019.98 2-PB1
A00A-NW 2 2-PB1 3300 11632.68 2-PB1
A00A-NW 2 2-PB1 3350 12872.9 2-PB1
A00A-NW 2 2-PB1 3400 13084.08 2-PB1
A00A-NW 2 2-PB1 3450 13377.06 2-PB1
A00A-NW 2 2-PB1 3500 14428.28 2-PB1
A00A-NW 2 2-PB1 3550 15057.8 2-PB1
A00A-NW 2 2-PB1 3600 14666.24 2-PB1
A00A-NW 2 2-PB1 3650 13119.94 2-PB1
A00A-NW 2 2-PB1 3700 12885.74 2-PB1
A00A-NW 2 2-PB1 3750 12485.54 2-PB1
A00A-NW 2 2-PB1 3800 13407.06 2-PB1
A00A-NW 2 2-PB1 3850 14346.94 2-PB1
A00A-NW 2 2-PB1 3900 14823.94 2-PB1
A00A-NW 2 2-PB1 3950 16347.52 2-PB1
A00A-NW 2 2-PB1 4000 15244.94 2-PB1
A00A-NW 2 2-PB1 4050 14837.44 2-PB1
A00A-NW 2 2-PB1 4100 14127 2-PB1
A00A-NW 2 2-PB1 4150 14686.96 2-PB1
A00A-NW 2 2-PB1 4200 15050.08 2-PB1
A00A-NW 2 2-PB1 4250 15777.48 2-PB1
A00A-NW 2 2-PB1 4300 16554.6 2-PB1
A00A-NW 2 2-PB1 4350 16099.2 2-PB1
A00A-NW 2 2-PB1 4400 15304.74 2-PB1
A00A-NW 2 2-PB1 4450 13786.46 2-PB1
A00A-NW 2 2-PB1 4500 10018.84 2-PB1
A00A-NW 2 2-PB1 4550 6091.95238095238 2-PB1
A00A-NW 2 3-PA 4550 2367.25 3-PA
A00A-NW 2 3-PA 4600 3116.08 3-PA
A00A-NW 2 3-PA 4650 4767.8 3-PA
A00A-NW 2 3-PA 4700 6002.46 3-PA
A00A-NW 2 3-PA 4750 6740.4 3-PA
A00A-NW 2 3-PA 4800 7402.88 3-PA
A00A-NW 2 3-PA 4850 6713.04 3-PA
A00A-NW 2 3-PA 4900 6026.7 3-PA
A00A-NW 2 3-PA 4950 5363.34 3-PA
A00A-NW 2 3-PA 5000 4679.5 3-PA
A00A-NW 2 3-PA 5050 4401.52 3-PA
A00A-NW 2 3-PA 5100 4224.64 3-PA
A00A-NW 2 3-PA 5150 3848.22 3-PA
A00A-NW 2 3-PA 5200 3772.32 3-PA
A00A-NW 2 3-PA 5250 3506.5 3-PA
A00A-NW 2 3-PA 5300 3572.42 3-PA
A00A-NW 2 3-PA 5350 3831.76 3-PA
A00A-NW 2 3-PA 5400 4243.58 3-PA
A00A-NW 2 3-PA 5450 4351.52 3-PA
A00A-NW 2 3-PA 5500 4194.78 3-PA
A00A-NW 2 3-PA 5550 3852.52 3-PA
A00A-NW 2 3-PA 5600 3869.68 3-PA
A00A-NW 2 3-PA 5650 3729.46 3-PA
A00A-NW 2 3-PA 5700 3872.78 3-PA
A00A-NW 2 3-PA 5750 4442.4 3-PA
A00A-NW 2 3-PA 5800 5221.84 3-PA
A00A-NW 2 3-PA 5850 6288.78 3-PA
A00A-NW 2 3-PA 5900 6410.76 3-PA
A00A-NW 2 3-PA 5950 6273.38 3-PA
A00A-NW 2 3-PA 6000 5984.82 3-PA
A00A-NW 2 3-PA 6050 5916.72 3-PA
A00A-NW 2 3-PA 6100 5885.02 3-PA
A00A-NW 2 3-PA 6150 5203.62 3-PA
A00A-NW 2 3-PA 6200 5417.32 3-PA
A00A-NW 2 3-PA 6250 5357.74 3-PA
A00A-NW 2 3-PA 6300 5597.32 3-PA
A00A-NW 2 3-PA 6350 5791.78 3-PA
A00A-NW 2 3-PA 6400 6007.56 3-PA
A00A-NW 2 3-PA 6450 6664.86 3-PA
A00A-NW 2 3-PA 6500 7567.36 3-PA
A00A-NW 2 3-PA 6550 8136.46 3-PA
A00A-NW 2 3-PA 6600 8516.18 3-PA
A00A-NW 2 3-PA 6650 8374.48 3-PA
A00A-NW 2 3-PA 6700 6736.6 3-PA
A00A-NW 2 3-PA 6750 3868.48484848485 3-PA
A00A-NW 2 4-HA 6750 48479.9411764706 4-HA
A00A-NW 2 4-HA 6800 72317 4-HA
A00A-NW 2 4-HA 6850 97556.92 4-HA
A00A-NW 2 4-HA 6900 107008.18 4-HA
A00A-NW 2 4-HA 6950 110131.16 4-HA
A00A-NW 2 4-HA 7000 117736.3 4-HA
A00A-NW 2 4-HA 7050 118168.36 4-HA
A00A-NW 2 4-HA 7100 119895.98 4-HA
A00A-NW 2 4-HA 7150 108399.08 4-HA
A00A-NW 2 4-HA 7200 97207.32 4-HA
A00A-NW 2 4-HA 7250 92770 4-HA
A00A-NW 2 4-HA 7300 89465.02 4-HA
A00A-NW 2 4-HA 7350 97941.02 4-HA
A00A-NW 2 4-HA 7400 97883.86 4-HA
A00A-NW 2 4-HA 7450 96626.84 4-HA
A00A-NW 2 4-HA 7500 92194.32 4-HA
A00A-NW 2 4-HA 7550 89024.28 4-HA
A00A-NW 2 4-HA 7600 94704.1 4-HA
A00A-NW 2 4-HA 7650 87647.5 4-HA
A00A-NW 2 4-HA 7700 80583.78 4-HA
A00A-NW 2 4-HA 7750 74149.1 4-HA
A00A-NW 2 4-HA 7800 69716.76 4-HA
A00A-NW 2 4-HA 7850 63624.46 4-HA
A00A-NW 2 4-HA 7900 62432.62 4-HA
A00A-NW 2 4-HA 7950 69960.86 4-HA
A00A-NW 2 4-HA 8000 71912.86 4-HA
A00A-NW 2 4-HA 8050 75317.78 4-HA
A00A-NW 2 4-HA 8100 81665.16 4-HA
A00A-NW 2 4-HA 8150 96876.54 4-HA
A00A-NW 2 4-HA 8200 96344.5 4-HA
A00A-NW 2 4-HA 8250 91722.96 4-HA
A00A-NW 2 4-HA 8300 86251.42 4-HA
A00A-NW 2 4-HA 8350 87556.4 4-HA
A00A-NW 2 4-HA 8400 74167.56 4-HA
A00A-NW 2 4-HA 8450 47641.7446808511 4-HA
A00A-NW 2 5-NP 8450 3323.66666666667 5-NP
A00A-NW 2 5-NP 8500 4434.26 5-NP
A00A-NW 2 5-NP 8550 6070.54 5-NP
A00A-NW 2 5-NP 8600 5960.38 5-NP
A00A-NW 2 5-NP 8650 4498.02 5-NP
A00A-NW 2 5-NP 8700 2255.18 5-NP
A00A-NW 2 5-NP 8750 1336.82 5-NP
A00A-NW 2 5-NP 8800 1507.18 5-NP
A00A-NW 2 5-NP 8850 1577.96 5-NP
A00A-NW 2 5-NP 8900 1680.5 5-NP
A00A-NW 2 5-NP 8950 1520.76 5-NP
A00A-NW 2 5-NP 9000 1497.16 5-NP
A00A-NW 2 5-NP 9050 1408.84 5-NP
A00A-NW 2 5-NP 9100 1316.9 5-NP
A00A-NW 2 5-NP 9150 1272.68 5-NP
A00A-NW 2 5-NP 9200 1294.98 5-NP
A00A-NW 2 5-NP 9250 1321.12 5-NP
A00A-NW 2 5-NP 9300 1508.46 5-NP
A00A-NW 2 5-NP 9350 1591.36 5-NP
A00A-NW 2 5-NP 9400 1624.06 5-NP
A00A-NW 2 5-NP 9450 1625.1 5-NP
A00A-NW 2 5-NP 9500 1762.32 5-NP
A00A-NW 2 5-NP 9550 1832.6 5-NP
A00A-NW 2 5-NP 9600 1834.52 5-NP
A00A-NW 2 5-NP 9650 1743.54 5-NP
A00A-NW 2 5-NP 9700 1686.66 5-NP
A00A-NW 2 5-NP 9750 1453.2 5-NP
A00A-NW 2 5-NP 9800 1294.06 5-NP
A00A-NW 2 5-NP 9850 1308.44 5-NP
A00A-NW 2 5-NP 9900 1275.14 5-NP
A00A-NW 2 5-NP 9950 1030.44 5-NP
A00A-NW 2 5-NP 10000 548.473684210526 5-NP
A00A-NW 2 6-NA 10000 36973.6774193548 6-NA
A00A-NW 2 6-NA 10050 61612.06 6-NA
A00A-NW 2 6-NA 10100 93803.8 6-NA
A00A-NW 2 6-NA 10150 99604.52 6-NA
A00A-NW 2 6-NA 10200 115843.4 6-NA
A00A-NW 2 6-NA 10250 127938 6-NA
A00A-NW 2 6-NA 10300 143127.48 6-NA
A00A-NW 2 6-NA 10350 142043.3 6-NA
A00A-NW 2 6-NA 10400 142294.78 6-NA
A00A-NW 2 6-NA 10450 149178.24 6-NA
A00A-NW 2 6-NA 10500 155595.54 6-NA
A00A-NW 2 6-NA 10550 153673.4 6-NA
A00A-NW 2 6-NA 10600 143644.62 6-NA
A00A-NW 2 6-NA 10650 140581.18 6-NA
A00A-NW 2 6-NA 10700 140745.58 6-NA
A00A-NW 2 6-NA 10750 142014.22 6-NA
A00A-NW 2 6-NA 10800 147501.64 6-NA
A00A-NW 2 6-NA 10850 140691.14 6-NA
A00A-NW 2 6-NA 10900 126312.4 6-NA
A00A-NW 2 6-NA 10950 111425.86 6-NA
A00A-NW 2 6-NA 11000 113003.52 6-NA
A00A-NW 2 6-NA 11050 112895.24 6-NA
A00A-NW 2 6-NA 11100 111424.14 6-NA
A00A-NW 2 6-NA 11150 106983.28 6-NA
A00A-NW 2 6-NA 11200 106431 6-NA
